Crop,Employee ID,Status,Inquiry Type,Inquiry Topic,Product Segment,Date,# of Inquiry,# of Inquirer,Resolution Time (min),Assigned Team,Source,Gender,State,Township
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/10/2023,1,1,13.67,Contact Center Team,Viber,Female,Shan (South),Mohnyin
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/13/2023,1,1,57,Contact Center Team,Viber,Female,Shan (South),Oktwin
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/14/2023,1,1,5,Contact Center Team,Viber,Male,Shan (South),Monyo
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/14/2023,1,1,11,Contact Center Team,Viber,Male,Shan (South),Monyo
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/14/2023,1,1,10,Contact Center Team,Viber,Male,Shan (South),Monyo
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/15/2023,1,1,2,Contact Center Team,Viber,Female,Shan (South),Thongwa
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/15/2023,1,1,3,Contact Center Team,Viber,Female,Shan (South),Thongwa
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/16/2023,1,1,10,Contact Center Team,Viber,Male,Shan (South),Mawlamyinegyun
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/16/2023,1,1,7,Contact Center Team,Viber,Male,Shan (South),Mawlamyinegyun
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/17/2023,1,1,13,Contact Center Team,Viber,Female,Shan (South),Pyinmana
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/17/2023,1,1,8,Contact Center Team,Viber,Female,Shan (South),Pyinmana
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/20/2023,1,1,30,Contact Center Team,Viber,Female,Shan (South),Chanayethazan
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/28/2023,1,1,13,Contact Center Team,Viber,Female,Shan (South),Pakokku
Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,3/31/2023,1,1,47,Contact Center Team,Viber,Female,Shan (South),Myittha
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,9/26/2022,1,1,19,Contact Center Team,Viber,Female,Shan (South),Okpho
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,10/12/2022,1,1,49,Contact Center Team,Viber,Female,Shan (South),Waw
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,10/14/2022,1,1,15,Contact Center Team,Viber,Female,Shan (South),Thayarwady
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,11/11/2022,1,1,44,Contact Center Team,Viber,Female,Shan (South),Thegon
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,11/15/2022,1,1,36,Contact Center Team,Viber,Female,Shan (South),Waw
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,11/23/2022,1,1,28.67,Contact Center Team,Viber,Female,Shan (South),Thanatpin
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,18.33,Contact Center Team,Viber,Female,Shan (South),Kyangin
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/10/2023,1,1,17,Contact Center Team,Viber,Female,Shan (South),Pathein
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/10/2023,1,1,16,Contact Center Team,Viber,Female,Shan (South),Pathein
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/16/2023,1,1,52,Contact Center Team,Viber,Female,Shan (South),Kyaiklat
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/17/2023,1,1,22,Contact Center Team,Viber,Female,Shan (South),Pantanaw
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/19/2023,1,1,17.67,Contact Center Team,Viber,Female,Shan (South),Thazi
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/19/2023,1,1,34,Contact Center Team,Viber,Female,Shan (South),Thazi
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/19/2023,1,1,27.67,Contact Center Team,Viber,Female,Shan (South),Thazi
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/20/2023,1,1,16,Contact Center Team,Viber,Female,Shan (South),Wakema
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/20/2023,1,1,2,Contact Center Team,Viber,Female,Shan (South),Wakema
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/20/2023,1,1,5.67,Contact Center Team,Viber,Female,Shan (South),Wakema
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/23/2023,1,1,16.33,Contact Center Team,Viber,Female,Shan (South),Nyaungdon
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,1/24/2023,1,1,10.33,Contact Center Team,Viber,Female,Shan (South),Pauk
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,9/30/2021,1,1,24.33,Contact Center Team,Viber,Male,Shan (South),Labutta
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,9/30/2021,1,1,9.33,Contact Center Team,Viber,Male,Shan (South),Labutta
Chickpea,40420,Solved,Farming Practices,General Preventions,Farming Information,12/9/2021,1,1,21.33,Contact Center Team,Viber,Female,Shan (South),Nattalin
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,8/11/2022,1,1,10.33,Contact Center Team,Viber,Female,Shan (South),Mahlaing
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,9/1/2022,1,1,7,Contact Center Team,Viber,Female,Shan (South),Aung Lan
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,9/26/2022,1,1,19.67,Contact Center Team,Viber,Female,Shan (South),Okpho
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,10/13/2022,1,1,18,Contact Center Team,Viber,Female,Shan (South),Nyaungdon
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,10/18/2022,1,1,15,Contact Center Team,Viber,Female,Shan (South),Mawlamyinegyun
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,10/26/2022,1,1,1,Contact Center Team,Viber,Female,Shan (South),Shwedaung
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/3/2022,1,1,1,Contact Center Team,Viber,Female,Shan (South),Mahlaing
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/8/2022,1,1,19,Contact Center Team,Viber,Male,Shan (South),Thabaung
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/22/2022,1,1,58,Contact Center Team,Viber,Female,Shan (South),Kawa
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/24/2022,1,1,39.33,Contact Center Team,Viber,Female,Shan (South),Letpadan
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/24/2022,1,1,26.67,Contact Center Team,Viber,Female,Shan (South),Letpadan
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/28/2022,1,1,10.67,Contact Center Team,Viber,Female,Shan (South),Lemyethna
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,14.67,Contact Center Team,Viber,Female,Shan (South),Kyangin
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,16.33,Contact Center Team,Viber,Female,Shan (South),Kyangin
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/30/2022,1,1,31.33,Contact Center Team,Viber,Female,Shan (South),Kyonpyaw
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,11/30/2022,1,1,18.33,Contact Center Team,Viber,Female,Shan (South),Kyonpyaw
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,1/12/2023,1,1,23.33,Contact Center Team,Viber,Female,Shan (South),Pinlaung
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,1/17/2023,1,1,27.33,Contact Center Team,Viber,Female,Shan (South),Pantanaw
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,1/26/2023,1,1,19.67,Contact Center Team,Viber,Male,Shan (South),Myaing
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,1/6/2023,1,1,32,Contact Center Team,Viber,Female,Shan (South),Natmauk
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,1/6/2023,1,1,32,Contact Center Team,Viber,Female,Shan (South),Natmauk
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,9/27/2021,1,1,32,Contact Center Team,Viber,Female,Shan (South),Zalun
Black gram,40420,Solved,Farming Practices,General Preventions,Farming Information,8/8/2022,1,1,4,Contact Center Team,Viber,Female,Shan (South),Pwintbyu
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,8/9/2022,1,1,18,Contact Center Team,Viber,Female,Shan (South),Taunggyi
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,8/18/2022,1,1,29,Contact Center Team,Viber,Female,Shan (South),Paukkhaung
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,8/26/2022,1,1,9,Contact Center Team,Viber,Female,Shan (South),Minbu
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,9/5/2022,1,1,42,Contact Center Team,Viber,Female,Shan (South),Kyaukkyi
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,9/22/2022,1,1,36.67,Contact Center Team,Viber,Female,Shan (South),Myitkyina
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,10/12/2022,1,1,21.33,Contact Center Team,Viber,Female,Shan (South),Waw
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,4,Contact Center Team,Viber,Female,Shan (South),Kyangin
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,17,Contact Center Team,Viber,Female,Shan (South),Kyangin
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,1/13/2023,1,1,6,Contact Center Team,Viber,Female,Shan (South),Kani
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,1/17/2023,1,1,19,Contact Center Team,Viber,Female,Shan (South),Pantanaw
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,1/19/2023,1,1,50,Contact Center Team,Viber,Female,Shan (South),Thazi
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,1/20/2023,1,1,10,Contact Center Team,Viber,Female,Shan (South),Wakema
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,3/21/2023,1,1,24.33,Contact Center Team,Viber,Female,Shan (South),Pathein
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,3/31/2023,1,1,18.33,Contact Center Team,Viber,Female,Shan (South),Myittha
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,12/3/2021,1,1,3,Contact Center Team,Viber,Male,Shan (South),Mawlamyinegyun
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,12/9/2021,1,1,33.33,Contact Center Team,Viber,Female,Shan (South),Nattalin
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,12/9/2021,1,1,22,Contact Center Team,Viber,Female,Shan (South),Nattalin
Green Bean,40420,Solved,Farming Practices,General Preventions,Farming Information,12/9/2021,1,1,33,Contact Center Team,Viber,Female,Shan (South),Nattalin
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,8/10/2022,1,1,42,Contact Center Team,Viber,Female,Shan (South),Natmauk
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,8/10/2022,1,1,42,Contact Center Team,Viber,Female,Shan (South),Natmauk
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,8/15/2022,1,1,28,Contact Center Team,Viber,Female,Shan (South),Taungoo
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,8/15/2022,1,1,27,Contact Center Team,Viber,Female,Shan (South),Taungoo
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,8/16/2022,1,1,22.33,Contact Center Team,Viber,Female,Shan (South),Gyobingauk
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,8/18/2022,1,1,19,Contact Center Team,Viber,Female,Shan (South),Paukkhaung
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,9/6/2022,1,1,30.67,Contact Center Team,Viber,Female,Shan (South),Myanaung
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,9/6/2022,1,1,40,Contact Center Team,Viber,Female,Shan (South),Myanaung
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,9/9/2022,1,1,7,Contact Center Team,Viber,Female,Shan (South),Kyaukpadaung
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,9/20/2022,1,1,5,Contact Center Team,Viber,Female,Shan (South),Minhla
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,9/20/2022,1,1,49,Contact Center Team,Viber,Female,Shan (South),Minhla
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,10/13/2022,1,1,19,Contact Center Team,Viber,Female,Shan (South),Nyaungdon
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,10/14/2022,1,1,2,Contact Center Team,Viber,Female,Shan (South),Thayarwady
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,10/21/2022,1,1,15,Contact Center Team,Viber,Female,Shan (South),Myanaung
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,10/21/2022,1,1,18.33,Contact Center Team,Viber,Female,Shan (South),Myanaung
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/16/2022,1,1,21.67,Contact Center Team,Viber,Female,Shan (South),Einme
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/16/2022,1,1,10,Contact Center Team,Viber,Female,Shan (South),Einme
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/16/2022,1,1,6,Contact Center Team,Viber,Female,Shan (South),Einme
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/18/2022,1,1,5,Contact Center Team,Viber,Female,Shan (South),Pyay
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/24/2022,1,1,11.33,Contact Center Team,Viber,Female,Shan (South),Letpadan
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/24/2022,1,1,35,Contact Center Team,Viber,Female,Shan (South),Letpadan
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/24/2022,1,1,28.33,Contact Center Team,Viber,Female,Shan (South),Letpadan
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/25/2022,1,1,19,Contact Center Team,Viber,Female,Shan (South),Meiktila
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/28/2022,1,1,17,Contact Center Team,Viber,Female,Shan (South),Lemyethna
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,9.67,Contact Center Team,Viber,Female,Shan (South),Kyangin
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,17.33,Contact Center Team,Viber,Female,Shan (South),Kyangin
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/29/2022,1,1,15.33,Contact Center Team,Viber,Female,Shan (South),Kyangin
Non Service Crops,40420,Solved,Farming Practices,General Preventions,Farming Information,11/30/2022,1,1,1,Contact Center Team,Viber,Female,Shan (South),Kyonpyaw
