Date,Self-Unidentified,State,Township,Crop,Inquiry Type,Inquiry Topic,Source,Product Segment,First Handler Status,Assigned Team,# of Inquirer,# of Inquiry
6/2/2022,Male,Nay Pyi Taw,Zay Yar Thi Ri,Vegetables other,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/22/2022,Male,Bago (West),Paukkhaung,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Bago (West),Pyay,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/22/2022,Male,Bago (West),Pyay,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Bago (West),Pyay,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/2/2022,Male,Shan (North),,Onion,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/22/2022,Male,Bago (West),Thayarwady,Sesame,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/22/2022,Male,Kayah,Bawlake,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/22/2022,Male,Kayah,Loikaw,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Kayin,Kawkareik,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Aunglan,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Aunglan,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/22/2022,Male,Magway,Magway,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Magway,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Minbu,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,Magway,Minhla,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Myothit,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Natmauk,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/22/2022,Male,Magway,Natmauk,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Pauk,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/22/2022,Male,Magway,Pwintbyu,Bean,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Seikphyu,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Sinbaungwe,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Sinbaungwe,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/22/2022,Male,Magway,Sinbaungwe,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/22/2022,Male,Magway,Thayet,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Magway,Yenangyaung,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/22/2022,Male,Magway,Yenangyaung,,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/22/2022,Male,Mandalay,,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Kyaukpadaung,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/22/2022,Male,Mandalay,Madaya,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Mahlaing,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,Mandalay,Meiktila,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Nyaung-U,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Pyawbwe,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Wundwin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,3,3
6/22/2022,Male,Mandalay,Yamethin,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Mandalay,Yamethin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Nay Pyi Taw,Poke Ba Thi Ri,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/22/2022,Male,Nay Pyi Taw,Pyinmana,Chickpea,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/22/2022,Male,Sagaing,,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Shan (North),Nawnghkio,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Shan (North),Pindaya,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/22/2022,Male,Yangon,Dala,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/22/2022,Male,Yangon,Twantay,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Self-Unidentified,Ayeyarwady,Zalun,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Self-Unidentified,Kachin,Hpa-An,Vegetables other,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Self-Unidentified,Magway,Taungdwingyi,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/2/2022,Male,Shan (North),,Onion,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/23/2022,Female,Ayeyarwady,Ingapu,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Female,Bago (East),Bago,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Bago (East),Taungoo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Bago (West),Thayarwady,Industrial crops other,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Female,Kayah,Loikaw,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Magway,Aunglan,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Uncontactable,No action required,1,1
6/23/2022,Female,Magway,Magway,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Magway,Natmauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Magway,Yesagyo,Onion,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Mandalay,Kyaukpadaung,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Female,Mandalay,Kyaukse,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Mandalay,Meiktila,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Mandalay,Nyaung-U,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Nay Pyi Taw,Lewe,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/23/2022,Female,Nay Pyi Taw,Pyinmana,Corn,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Nay Pyi Taw,Tatkon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Female,Rakhine,Gwa,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/3/2022,Female,,,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/23/2022,Male,Ayeyarwady,Kyangin,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/3/2022,Male,Magway,Pwintbyu,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/23/2022,Male,Ayeyarwady,Pyapon,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Ayeyarwady,Pyapon,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Ayeyarwady,Thabaung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Bago (East),Taungoo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/23/2022,Male,Bago (East),Thongwa,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Bago (West),Paukkhaung,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Bago (West),Paukkhaung,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/3/2022,Male,Mandalay,Ngazun,Groundnut,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/23/2022,Male,Bago (West),Thegon,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Kayin,Hlaingbwe,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,2,2
6/23/2022,Male,Magway,Chauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Magway,Magway,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/23/2022,Male,Magway,Magway,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Magway,Natmauk,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Magway,Pakokku,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Magway,Pakokku,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Magway,Pwintbyu,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Magway,Salin,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Magway,Sinbaungwe,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/6/2022,Male,Bago (West),Letpadan,Rice,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/6/2022,Male,Chin,Matupi,Rice,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Kyaukse,Tomato,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Meiktila,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Meiktila,Chili,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Myingyan,Groundnut,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Pyawbwe,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Pyawbwe,,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
6/23/2022,Male,Mandalay,Wundwin,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,2,2
6/23/2022,Male,Nay Pyi Taw,Lewe,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Nay Pyi Taw,Lewe,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Uncontactable,No action required,1,1
6/23/2022,Male,Nay Pyi Taw,Tatkon,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Nay Pyi Taw,Tatkon,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Rakhine,Kyauktaw,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Sagaing,,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Sagaing,Myaung,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Shan (North),,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Shan (South),Hsihseng,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Shan (South),Nyaungshwe,Corn,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/23/2022,Male,Shan (South),Nyaungshwe,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/6/2022,Male,Shan (East),Mongton,Rice,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/23/2022,Male,Yangon,Hlegu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/23/2022,Male,Yangon,Twantay,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/24/2022,Female,,,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Uncontactable,No action required,1,1
6/9/2022,Male,Bago (West),Thegon,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/24/2022,Female,Bago (East),Yedashe,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Female,Magway,Minhla,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Female,Magway,Natmauk,Groundnut,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,,,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Uncontactable,No action required,1,1
6/24/2022,Male,Ayeyarwady,,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Ayeyarwady,Danubyu,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/10/2022,Female,Magway,Natmauk,,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Solved,Contact Center Team,1,1
6/24/2022,Male,Bago (East),Bago,Green gram,Crop Protection,P&D diagnosis request,Inquiry Call,Diagnosis Services,Solved,Contact Center Team,1,1
6/24/2022,Male,Bago (East),Daik-U,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/24/2022,Male,Bago (West),Minhla,Black gram,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/24/2022,Male,Bago (West),Monyo,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Bago (West),Pyay,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Bago (West),Thayarwady,Rice,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Kachin,,Rice,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/13/2022,Male,Bago (West),Pyay,Betel,General Info,Other,Inquiry Call,Non Product & Service Inquiry,Internal,Contact Center Team,1,1
6/24/2022,Male,Magway,Minbu,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/24/2022,Male,Magway,Myothit,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/24/2022,Male,Magway,Salin,Bean,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Magway,Thayet,Green gram,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Magway,Thayet,Sesame,Farming Practices,Other,Inquiry Call,Extension Service,Internal,Contact Center Team,1,1
6/24/2022,Male,Mandalay,Kyaukpadaung,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Mandalay,Mahlaing,Green gram,Farming Practices,Other,Inquiry Call,Extension Service,Solved,Contact Center Team,1,1
6/24/2022,Male,Mandalay,Mahlaing,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Mandalay,Tada-U,Sesame,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Nay Pyi Taw,Tatkon,Chili,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/24/2022,Male,Sagaing,Ye-U,Onion,Product Info,Benefits,Inquiry Call,Micro-irrigation ,Solved,Contact Center Team,1,1
6/24/2022,Male,Shan (South),Nyaungshwe,Tomato,Crop Protection,P&D diagnosis request,Cold Call,Diagnosis Services,Transferred,Crop Advisory Team,1,1
6/27/2022,Female,Magway,Sinbaungwe,Sesame,Product Info,Benefits,Inquiry Call,Micro-irrigation,Solved,Contact Center Team,1,1
